id,recipeName,totalTimeInSeconds,course,cuisine,ingredients,link
146,Cauliflower Fried Rice,1200,Side Dishes,Asian,"Cauliflower,Onion,Carrot,Peas,Corn,Mushroom,Onion,Cashew nut,Garlic,Ginger,Cooking Oil,Cooking Oil,Soya sauce,Tofu,Ginger,Nuts",https://www.google.com/search?q=Cauliflower+Fried+Rice+site:yummly.com
147,Korean Beef Bowl,900,Main Dishes,Asian,"Sugar,Soya sauce,Cooking Oil,Pepper,Ginger,Cooking Oil,Garlic,Beef,Onion,Rice",https://www.google.com/search?q=Korean+Beef+Bowl+site:yummly.com
148,Sweet and Sour Sauce,1800,Condiments and Sauces,Asian,"Sugar,Ketchup,Vinegar,Soya sauce,Starch",https://www.google.com/search?q=Sweet+and+Sour+Sauce+site:yummly.com
149,Asian Cabbage Salad with Sesame Seeds,1200,Salads,Asian,"Cabbage,Sesame,Peanut,Vinegar,Cooking Oil,Agave,Garlic,Ginger",https://www.google.com/search?q=Asian+Cabbage+Salad+with+Sesame+Seeds+site:yummly.com
150,Coconut Chicken,3600,Main Dishes,Asian,"Chicken,Cooking Oil,Milk,Garlic,Ginger,Bok choy,Sweet Pepper,Mushroom,Turmeric,Soya sauce,Chicken Stock,Coriander",https://www.google.com/search?q=Coconut+Chicken+site:yummly.com
151,Spicy Thai Noodle Soup,2400,Soups,Asian,"Garlic,Broth,Curry,Coriander,Lime,Carrot,Chili,Ginger,Vinegar,Pepper,Onion,Salt,Coconut,Noodles,Onion,Shrimp",https://www.google.com/search?q=Spicy+Thai+Noodle+Soup+site:yummly.com
152,Asian Sesame Grilled Tuna Steak,2100,Main Dishes,Asian,"Tuna,Garlic,Lemon,Soya sauce,Cooking Oil,Sesame,Scallion",https://www.google.com/search?q=Asian+Sesame+Grilled+Tuna+Steak+site:yummly.com
153,Sweet and Sour Chicken,1680,Main Dishes,Asian,"Chicken,Salt,Starch,Water,Sugar,Vinegar,Ketchup,Soya sauce,Cooking Oil,Sweet Pepper,Sweet Pepper,Onion,Pineapple,Rice,Onion",https://www.google.com/search?q=Sweet+and+Sour+Chicken+site:yummly.com
154,Egg Drop Soup,1200,Soups,Asian,"Starch,Water,Chicken Stock,Tomato,Pepper,Salt,Egg",https://www.google.com/search?q=Egg+Drop+Soup+site:yummly.com
155,Cumin Lamb,3300,Main Dishes,Asian,"Lamb,Cumin,Starch,Cooking Oil,Soya sauce,Wine,Cumin,Chili,Chili,Sugar,Scallion,Coriander,Salt",https://www.google.com/search?q=Cumin+Lamb+site:yummly.com
156,Asian Salad Dressing,900,Salads,Asian,"Lime,Cooking Oil,Vinegar,Soya sauce,Cooking Oil,Ginger,Sugar,Garlic",https://www.google.com/search?q=Asian+Salad+Dressing+site:yummly.com
158,Asian Cucumber and Carrot Salad,1800,Salads,Asian,"Cucumber,Carrot,Cooking Oil,Vinegar,Cooking Oil,Sugar,Soya sauce,Sesame",https://www.google.com/search?q=Asian+Cucumber+and+Carrot+Salad+site:yummly.com
159,Asian Cucumber Salad,1200,Salads,Asian,"Cucumber,Honey,Vinegar,Soya sauce,Cooking Oil,Sesame,Chili",https://www.google.com/search?q=Asian+Cucumber+Salad+site:yummly.com
160,Coconut Curry Chicken,4800,Main Dishes,Asian,"Chicken,Curry,Salt,Pepper,Chili,Onion,Chili,Peas,Carrot,Garlic,Milk,Curry,Basil,Ginger,Rice",https://www.google.com/search?q=Coconut+Curry+Chicken+site:yummly.com
161,Asian Meatballs,2400,Appetizers,Asian,"Beef,Coriander,Garlic,Ginger,Chili,Soya sauce,Cooking Oil,Starch,Honey,Chili",https://www.google.com/search?q=Asian+Meatballs+site:yummly.com
162,Stir Fry Ginger Beef,1500,Main Dishes,Asian,"Vinegar,Soya sauce,Honey,Ginger,Chili,Cumin,Beef,Starch,Cooking Oil,Cooking Oil,Onion,Garlic,Chili,Ginger,Coriander",https://www.google.com/search?q=Stir+Fry+Ginger+Beef+site:yummly.com
163,Orange Shrimp and Broccoli with Garlic Sesame Fried Rice,2400,Main Dishes,Asian,"Shrimp,Broccoli,Cooking Oil,Orange,Soya sauce,Sugar,Starch,Salt,Pepper,Onion,Sesame,Rice,Garlic,Cooking Oil",https://www.google.com/search?q=Orange+Shrimp+and+Broccoli+with+Garlic+Sesame+Fried+Rice+site:yummly.com
164,Coconut Rice,2100,Side Dishes,Asian,"Rice,Coconut,Water,Salt,Scallion",https://www.google.com/search?q=Coconut+Rice+site:yummly.com
165,Asian Tofu Stir Fry,1800,Main Dishes,Asian,"Tofu,Pepper,Soya sauce,Water,Ginger,Syrup,Garlic,Starch,Eggplant,Green zucchini,Carrot",https://www.google.com/search?q=Asian+Tofu+Stir+Fry+site:yummly.com
166,Ground Beef Bulgogi,1080,Main Dishes,Asian,"Cooking Oil,Garlic,Ginger,Beef,Sugar,Soya sauce,Cooking Oil,Pepper,Salt,Pepper,Onion,Sesame",https://www.google.com/search?q=Ground+Beef+Bulgogi+site:yummly.com
167,Kung Pao Chicken,1200,Main Dishes,Asian,"Chicken,Soya sauce,Soya sauce,Vinegar,Chicken Stock,Sugar,Starch,Cooking Oil,Chili,Pepper,Garlic,Ginger,Onion,Peanut,Cooking Oil",https://www.google.com/search?q=Kung+Pao+Chicken+site:yummly.com
168,Vegetarian Dan Dan Noodles,2700,Main Dishes,Asian,"Mushroom,Tofu,Noodles,Cooking Oil,Garlic,Ginger,Scallion,Wine,Salt,Peanut,Water,Soya sauce,Sesame,Vinegar,Cooking Oil,Cooking Oil,Sugar,Chili",https://www.google.com/search?q=Vegetarian+Dan+Dan+Noodles+site:yummly.com
169,Sriracha Chinese Cucumber Salad,2100,Salads,Asian,"Cucumber,Salt,Garlic,Cooking Oil,Sugar,Chili,Chili,Coriander",https://www.google.com/search?q=Sriracha+Chinese+Cucumber+Salad+site:yummly.com
170,Asian Noodles With Vegetables And Pieces Of Tofu,1500,Main Dishes,Asian,"Noodles,Tofu,Ginger,Garlic,Soya sauce,Vinegar,Cooking Oil,Carrot,Peas,Broccoli,Onion",https://www.google.com/search?q=Asian+Noodles+With+Vegetables+And+Pieces+Of+Tofu+site:yummly.com
171,Mongolian Beef,1380,Main Dishes,Asian,"Beef,Starch,Cooking Oil,Ginger,Garlic,Soya sauce,Water,Sugar,Pepper,Onion,Noodles",https://www.google.com/search?q=Mongolian+Beef+site:yummly.com
172,Korean Beef with Brown Rice,2100,Main Dishes,Asian,"Beef,Sugar,Soya sauce,Cooking Oil,Garlic,Ginger,Pepper,Salt,Pepper,Onion",https://www.google.com/search?q=Korean+Beef+with+Brown+Rice+site:yummly.com
173,Easy Mongolian Beef with Mushrooms,1500,Main Dishes,Asian,"Beef,Starch,Cooking Oil,Onion,Mushroom,Soya sauce,Sugar,Sugar,Ginger,Cooking Oil,Water",https://www.google.com/search?q=Easy+Mongolian+Beef+with+Mushrooms+site:yummly.com
174,Taiwanese Three Cup Chicken,3600,Main Dishes,Asian,"Chicken,Cooking Oil,Ginger,Garlic,Scallion,Chili,Wine,Soya sauce,Sugar,Basil",https://www.google.com/search?q=Taiwanese+Three+Cup+Chicken+site:yummly.com
175,Thai Basil Chicken,1200,Main Dishes,Asian,"Chicken,Pepper,Chili,Beans,Ginger,Garlic,Lemon,Cooking Oil,Soya sauce,Lime,Basil,Cashew nut",https://www.google.com/search?q=Thai+Basil+Chicken+site:yummly.com
176,Asian Cucumber Salad,2400,Salads,Asian,"Cucumber,Coriander,Vinegar,Soya sauce,Cooking Oil,Garlic,Chili",https://www.google.com/search?q=Asian+Cucumber+Salad+site:yummly.com
177,Hot and Sour Soup,120,Soups,Asian,"Chicken Broth,Soya sauce,Pepper,Mushroom,Vinegar,Starch,Egg,Tofu,Ginger,Scallion",https://www.google.com/search?q=Hot+and+Sour+Soup+site:yummly.com
178,Chicken Fried Rice,1500,Main Dishes,Asian,"Rice,Soya sauce,Peas,Chicken,Carrot,Salt,Cooking Oil",https://www.google.com/search?q=Chicken+Fried+Rice+site:yummly.com
179,Dan Dan Noodles,2100,Main Dishes,Asian,"Chicken,Cooking Oil,Noodles,Garlic,Onion,Ginger,Soya sauce,Chicken Stock,Sugar,Chili,Garlic,Starch,Water,Peanut",https://www.google.com/search?q=Dan+Dan+Noodles+site:yummly.com
180,Szechuan Beef with Broccoli,2100,Main Dishes,Asian,"Cooking Oil,Ginger,Garlic,Broccoli,Beef,Chili,Soya sauce,Sugar,Vinegar,Cooking Oil,Salt,Pepper,Sesame",https://www.google.com/search?q=Szechuan+Beef+with+Broccoli+site:yummly.com
181,Asian Ginger Dressing,600,Salads,Asian,"Garlic,Ginger,Cooking Oil,Vinegar,Soya sauce,Honey,Water",https://www.google.com/search?q=Asian+Ginger+Dressing+site:yummly.com
182,Shrimp Fried Rice,1800,Main Dishes,Asian,"Shrimp,Salt,Pepper,Starch,Cooking Oil,Egg,Onion,Rice,Carrot,Peas,Soya sauce,Cooking Oil",https://www.google.com/search?q=Shrimp+Fried+Rice+site:yummly.com
183,Thai Glazed Salmon in foil,2400,Main Dishes,Asian,"Lemon,Ginger,Garlic,Soya sauce,Cooking Oil,Chili,Honey,Vinegar,Salmon,Onion",https://www.google.com/search?q=Thai+Glazed+Salmon+in+foil+site:yummly.com
184,Sticky Asian Grilled Chicken,2400,Main Dishes,Barbecue,"Chicken,Water,Soya sauce,Vinegar,Pepper,Chili,Sugar,Cooking Oil,Garlic",https://www.google.com/search?q=Sticky+Asian+Grilled+Chicken+site:yummly.com
185,Slow Cooker Asian Beef Bowls,26400,Main Dishes,Asian,"Beef,Soya sauce,Honey,Cooking Oil,Ginger,Garlic,Vinegar,Sesame,Beef stock,Sweet Pepper,Peas,Starch,Mushroom,Chive",https://www.google.com/search?q=Slow+Cooker+Asian+Beef+Bowls+site:yummly.com
186,Sticky Sweet and Spicy Asian Chicken Thighs,3300,Main Dishes,Asian,"Cooking Oil,Chicken,Water,Sugar,Orange,Soya sauce,Chili,Garlic,Vinegar,Sesame,Onion,Orange",https://www.google.com/search?q=Sticky+Sweet+and+Spicy+Asian+Chicken+Thighs+site:yummly.com
187,Shrimp and Broccoli Stir Fry,1200,Main Dishes,Asian,"Rice,Shrimp,Starch,Salt,Pepper,Cooking Oil,Garlic,Broccoli,Soya sauce,Vinegar,Honey,Pepper",https://www.google.com/search?q=Shrimp+and+Broccoli+Stir+Fry+site:yummly.com
188,Korean Marinated Beef,2400,Main Dishes,Asian,"Soya sauce,Sugar,Cooking Oil,Garlic,Ginger,Onion,Sesame,Beef,Cooking Oil",https://www.google.com/search?q=Korean+Marinated+Beef+site:yummly.com
189,Mongolian Shrimp,1800,Main Dishes,Asian,"Cooking Oil,Garlic,Onion,Shrimp,Water,Soya sauce,Starch,Pepper,Sugar,Sesame",https://www.google.com/search?q=Mongolian+Shrimp+site:yummly.com
190,Lighter Sesame Chicken,2100,Main Dishes,Asian,"Rice,Honey,Sesame,Soya sauce,Garlic,Egg,Starch,Chicken,Salt,Cooking Oil,Onion,Broccoli",https://www.google.com/search?q=Lighter+Sesame+Chicken+site:yummly.com
191,Ground Beef Rice Bowl,1200,Main Dishes,Asian,"Beef,Cooking Oil,Onion,Ginger,Salt,Cooking Oil,Chili,Chili,Onion,Garlic,Soya sauce,Vinegar,Rice",https://www.google.com/search?q=Ground+Beef+Rice+Bowl+site:yummly.com
192,Grilled Salmon with Asian Dipping Sauce,2100,Main Dishes,Asian,"Salmon,Soya sauce,Vinegar,Cooking Oil,Agave,Onion,Garlic,Pepper",https://www.google.com/search?q=Grilled+Salmon+with+Asian+Dipping+Sauce+site:yummly.com
193,Teriyaki Salmon,3600,Main Dishes,Asian,"Salmon,Soya sauce,Lime,Chili,Syrup,Garlic,Ginger,Noodles,Coriander,Cooking Oil,Lime",https://www.google.com/search?q=Teriyaki+Salmon+site:yummly.com
194,Hot and Sour Soup,2400,Soups,Asian,"Cooking Oil,Cooking Oil,Chili,Mushroom,Garlic,Ginger,Broth,Water,Vinegar,Soya sauce,Pepper,Tofu,Starch,Salt,Pepper,Egg,Onion,Coriander",https://www.google.com/search?q=Hot+and+Sour+Soup+site:yummly.com
195,Savory Vegetable Stir Fry,1800,Main Dishes,Asian,"Noodles,Onion,Cabbage,Mushroom,Sweet Pepper,Broccoli,Garlic,Ginger,Soya sauce,Cooking Oil,Cooking Oil,Vinegar,Starch,Peanut Butter,Chili",https://www.google.com/search?q=Savory+Vegetable+Stir+Fry+site:yummly.com
196,Asian Style Sweet Chile Sauce,2100,Condiments and Sauces,Asian,"Water,Vinegar,Sugar,Garlic,Pepper,Starch",https://www.google.com/search?q=Asian+Style+Sweet+Chile+Sauce+site:yummly.com
197,Roasted Broccoli with Soy Sauce and Sesame Seeds,2100,Side Dishes,Asian,"Broccoli,Cooking Oil,Soya sauce,Cooking Oil,Sesame",https://www.google.com/search?q=Roasted+Broccoli+with+Soy+Sauce+and+Sesame+Seeds+site:yummly.com
198,Cheater Korean Beef,900,Main Dishes,Asian,"Cooking Oil,Beef,Garlic,Sugar,Soya sauce,Ginger,Chili,Garlic,Salt,Pepper,Scallion,Sesame",https://www.google.com/search?q=Cheater+Korean+Beef+site:yummly.com
199,Asian Salmon in Foil,1800,Main Dishes,Asian,"Honey,Garlic,Soya sauce,Vinegar,Cooking Oil,Ginger,Chili,Pepper,Salmon,Onion,Sesame",https://www.google.com/search?q=Asian+Salmon+in+Foil+site:yummly.com
200,Teriyaki Chicken Skewers,4500,Main Dishes,Asian,"Chicken,Soya sauce,Sugar,Cooking Oil,Garlic,Onion,Sesame",https://www.google.com/search?q=Teriyaki+Chicken+Skewers+site:yummly.com
201,Peanut Sauce,2100,Condiments and Sauces,Asian,"Coconut,Peanut Butter,Onion,Lemon Grass,Garlic,Lime,Soya sauce,Curry,Coriander,Cumin,Chili",https://www.google.com/search?q=Peanut+Sauce+site:yummly.com
202,Kung Pao Chicken,1500,Main Dishes,Asian,"Chicken,Starch,Cooking Oil,Onion,Garlic,Pepper,Ginger,Vinegar,Soya sauce,Sugar,Peanut",https://www.google.com/search?q=Kung+Pao+Chicken+site:yummly.com
203,Kung Pao Chicken and Snap Peas with Spiralized Onions,2400,Main Dishes,Asian,"Cooking Oil,Chicken,Onion,Salt,Pepper,Peas,Garlic,Ginger,Chili,Scallion,Cashew nut,Soya sauce,Vinegar,Honey,Cooking Oil,Pepper",https://www.google.com/search?q=Kung+Pao+Chicken+and+Snap+Peas+with+Spiralized+Onions+site:yummly.com
204,Fried Rice,900,Side Dishes,Asian,"Cooking Oil,Onion,Garlic,Egg,Salt,Pepper,Rice,Peas,Soya sauce",https://www.google.com/search?q=Fried+Rice+site:yummly.com
205,Asian Soy Salmon from Chef Binks,1800,Main Dishes,Asian,"Salmon,Ginger,Soya sauce,Cooking Oil,Honey,Onion,Garlic",https://www.google.com/search?q=Asian+Soy+Salmon+from+Chef+Binks+site:yummly.com
206,Chili Peanut Coconut Chicken,2100,Main Dishes,Asian,"Cooking Oil,Onion,Garlic,Ginger,Chicken,Chili,Peanut Butter,Chili,Sugar,Milk,Salt,Coriander,Peanut",https://www.google.com/search?q=Chili+Peanut+Coconut+Chicken+site:yummly.com
207,Thai Sweet Chili Sauce,1200,Condiments and Sauces,Asian,"Water,Starch,Garlic,Chili,Sugar,Vinegar,Salt",https://www.google.com/search?q=Thai+Sweet+Chili+Sauce+site:yummly.com
208,Korean Beef Bowl,900,Main Dishes,Asian,"Sugar,Soya sauce,Cooking Oil,Pepper,Ginger,Cooking Oil,Garlic,Beef,Onion,Rice",https://www.google.com/search?q=Korean+Beef+Bowl+site:yummly.com
209,Easy Asian Dipping Sauce,900,Condiments and Sauces,Asian,"Soya sauce,Vinegar,Honey,Garlic,Ginger,Sesame,Cooking Oil",https://www.google.com/search?q=Easy+Asian+Dipping+Sauce+site:yummly.com
210,Best Salmon,2400,Main Dishes,Barbecue,"Salmon,Soya sauce,Sugar,Cooking Oil,Lemon,Garlic,Pepper",https://www.google.com/search?q=Best+Salmon+site:yummly.com
211,Hawaiian Beef Teriyaki,2100,Main Dishes,Hawaiian,"Pineapple,Soya sauce,Sugar,Garlic,Ginger,Beef",https://www.google.com/search?q=Hawaiian+Beef+Teriyaki+site:yummly.com
212,London Broil,1500,Main Dishes,Barbecue,"Beef,Soya sauce,Garlic,Ginger,Sugar",https://www.google.com/search?q=London+Broil+site:yummly.com
213,Indian Style Sheekh Kabab,3900,Main Dishes,Barbecue,"Lamb,Onion,Mint,Coriander,Ginger,Chili,Cumin,Coriander,Paprika,Pepper,Salt,Cooking Oil",https://www.google.com/search?q=Indian+Style+Sheekh+Kabab+site:yummly.com
214,Brown Sugar Cumin Jerk Chicken,900,Main Dishes,Barbecue,"Chicken,Cooking Oil,Sugar,Cumin,Pepper,Cinnamon,Salt,Pepper",https://www.google.com/search?q=Brown+Sugar+Cumin+Jerk+Chicken+site:yummly.com
215,Greek Chicken Kebabs,2700,Main Dishes,Barbecue,"Chicken,Cooking Oil,Oregano,Lemon,Garlic,Salt,Pepper",https://www.google.com/search?q=Greek+Chicken+Kebabs+site:yummly.com
216,Hawaiian Chicken Skewers,2100,Main Dishes,Hawaiian,"Soya sauce,Pineapple,Coconut,Honey,Garlic,Ginger,Cooking Oil,Scallion,Pineapple,Chicken,Water",https://www.google.com/search?q=Hawaiian+Chicken+Skewers+site:yummly.com
217,Easy Grilled Whole Turkey,38700,Main Dishes,Barbecue,"Turkey,Sugar,Paprika,Salt,Cumin,Oregano,Sage,Mustard,Thyme,Coriander",https://www.google.com/search?q=Easy+Grilled+Whole+Turkey+site:yummly.com
218,Oven Grilled Chicken in Spicy Mustard Sauce,3600,Main Dishes,Barbecue,"Mustard,Vinegar,Chili,Honey",https://www.google.com/search?q=Oven+Grilled+Chicken+in+Spicy+Mustard+Sauce+site:yummly.com
219,Cedar Plank Grilled Salmon with Lemon Chive Butter,300,Main Dishes,Barbecue,"Fish,Salt,Pepper,Butter,Lemon,Chive",https://www.google.com/search?q=Cedar+Plank+Grilled+Salmon+with+Lemon+Chive+Butter+site:yummly.com
220,Grilled Beef Tenderloin,3600,Main Dishes,Barbecue,"Beef,Cooking Oil,Salt,Pepper,Garlic,Rosemary",https://www.google.com/search?q=Grilled+Beef+Tenderloin+site:yummly.com
221,Tropical Grilled Chicken Breast,2820,Main Dishes,Barbecue,"Orange,Lime,Honey,Pepper,Chicken,Coriander",https://www.google.com/search?q=Tropical+Grilled+Chicken+Breast+site:yummly.com
222,Double Pork Burger,2400,Main Dishes,Barbecue,"Pork,Meat,Cheddar Cheese,Pork,Onion,Bread,Ketchup",https://www.google.com/search?q=Double+Pork+Burger+site:yummly.com
223,Easy BBQ Chicken Kebabs,2700,Main Dishes,Barbecue,"Chicken,Sugar,Paprika,Salt,Pepper",https://www.google.com/search?q=Easy+BBQ+Chicken+Kebabs+site:yummly.com
224,Gyro Burger,1920,Main Dishes,Barbecue,"Lamb,Garlic,Oregano,Pepper,Paprika,Onion,Cumin,Coriander,Salt,Yogurt,Cucumber,Onion,Sugar",https://www.google.com/search?q=Gyro+Burger+site:yummly.com
225,Mediterranean Grilled Chicken Breasts,2100,Main Dishes,Mediterranean,"Chicken,Lemon,Cooking Oil,Parsley,Garlic,Paprika,Oregano,Salt,Pepper",https://www.google.com/search?q=Mediterranean+Grilled+Chicken+Breasts+site:yummly.com
226,Dry Rubbed BBQ Ribs,2100,Main Dishes,Barbecue,"Sugar,Salt,Paprika,Garlic,Onion,Cumin,Chili,Pepper,Pepper,Oregano,Chili,Pork,Mustard",https://www.google.com/search?q=Dry+Rubbed+BBQ+Ribs+site:yummly.com
227,Cuban Sandwich,660,Lunch and Snacks,Cuban,"Butter,Bread,Ham,Pork,Cheese,Pickles,Mayonnaise,Mustard,Mustard,Honey",https://www.google.com/search?q=Cuban+Sandwich+site:yummly.com
228,Grilled Salmon,2100,Main Dishes,Barbecue,"Salmon,Pepper,Garlic,Salt,Soya sauce,Sugar,Water,Cooking Oil",https://www.google.com/search?q=Grilled+Salmon+site:yummly.com
229,Coconut Chicken Skewers,2100,Main Dishes,Barbecue,"Chicken,Lime,Coconut,Soya sauce,Sugar,Onion,Cumin,Coriander,Curry,Salt,Garlic,Chili,Ginger,Pepper,Coriander",https://www.google.com/search?q=Coconut+Chicken+Skewers+site:yummly.com
230,Grilled Parmesan Asparagus,1800,Side Dishes,Barbecue,"Asparagus,Cooking Oil,Lemon,Salt,Parmesan Cheese",https://www.google.com/search?q=Grilled+Parmesan+Asparagus+site:yummly.com
231,California Grilled Veggie Sandwich,2100,Lunch and Snacks,Barbecue,"Mayonnaise,Garlic,Lemon,Cooking Oil,Sweet Pepper,Cheese,Bread,Butternut squash,Onion,Green zucchini",https://www.google.com/search?q=California+Grilled+Veggie+Sandwich+site:yummly.com
232,Spicy Chicken Breasts,1800,Main Dishes,Barbecue,"Paprika,Garlic,Salt,Onion,Thyme,Pepper,Pepper,Chicken",https://www.google.com/search?q=Spicy+Chicken+Breasts+site:yummly.com
233,Chicken Teriyaki Kabobs,13800,Main Dishes,Barbecue,"Lemon,Butter,Soya sauce,Sugar,Ginger,Pepper,Ketchup,Garlic,Chicken,Pineapple,Tomato,Sweet Pepper,Green zucchini",https://www.google.com/search?q=Chicken+Teriyaki+Kabobs+site:yummly.com
234,Honey Garlic Pork Chops,2100,Main Dishes,Barbecue,"Ketchup,Honey,Soya sauce,Garlic,Pork,Salt,Pepper",https://www.google.com/search?q=Honey+Garlic+Pork+Chops+site:yummly.com
235,Chicken Souvlaki,2700,Main Dishes,Barbecue,"Chicken,Cooking Oil,Lemon,Vinegar,Garlic,Oregano,Thyme",https://www.google.com/search?q=Chicken+Souvlaki+site:yummly.com
236,Grilled Sweet Potatoes,1800,Side Dishes,Barbecue,"Sweet Potato,Cooking Oil,Salt,Coriander,Lime,Lime,Salt",https://www.google.com/search?q=Grilled+Sweet+Potatoes+site:yummly.com
237,Spicy Mango Mahi Mahi,2100,Main Dishes,Barbecue,"Mango,Scallion,Chili,Coriander,Vinegar,Salt,Fish,Fish,Cooking Oil,Vinegar,Pepper",https://www.google.com/search?q=Spicy+Mango+Mahi+Mahi+site:yummly.com
238,Asian Sesame Grilled Tuna Steak,2100,Main Dishes,Asian,"Tuna,Garlic,Lemon,Soya sauce,Cooking Oil,Sesame,Scallion",https://www.google.com/search?q=Asian+Sesame+Grilled+Tuna+Steak+site:yummly.com
239,Hawaiian Chicken,2400,Main Dishes,Hawaiian,"Soya sauce,Sugar,Pineapple,Lemon,Ginger,Cooking Oil,Starch,Water,Chicken",https://www.google.com/search?q=Hawaiian+Chicken+site:yummly.com
240,Grilled Marinated Flank Steak,1800,Main Dishes,Barbecue,"Cooking Oil,Garlic,Vinegar,Soya sauce,Honey,Pepper,Beef",https://www.google.com/search?q=Grilled+Marinated+Flank+Steak+site:yummly.com
241,Grilled Pork Tenderloin Satay,1500,Main Dishes,Barbecue,"Pork,Garlic,Pepper,Ginger,Soya sauce,Honey",https://www.google.com/search?q=Grilled+Pork+Tenderloin+Satay+site:yummly.com
242,Moroccan Spiced Grilled Chicken Breasts,3300,Main Dishes,Barbecue,"Yogurt,Coriander,Cooking Oil,Garlic,Paprika,Cumin,Salt,Pepper,Chicken",https://www.google.com/search?q=Moroccan+Spiced+Grilled+Chicken+Breasts+site:yummly.com
243,Herbed Grilled Chicken Wings,3600,Appetizers,Barbecue,"Garlic,Oregano,Rosemary,Cooking Oil,Pepper,Salt,Chicken",https://www.google.com/search?q=Herbed+Grilled+Chicken+Wings+site:yummly.com
244,Homemade Black Bean Veggie Burgers,2400,Main Dishes,Barbecue,"Beans,Sweet Pepper,Onion,Garlic,Egg,Chili,Cumin,Chili,Bread",https://www.google.com/search?q=Homemade+Black+Bean+Veggie+Burgers+site:yummly.com
