Ingredient1,Ingredient2,Number of Shared Flavor Compounds
Apple Cider Vinegar,Pine,7
Apple Cider Vinegar,Lettuce,7
Apple Cider Vinegar,Peppermint,7
Apple Cider Vinegar,Broccoli,7
Apple Cider Vinegar,Beetroot,7
Apple Cider Vinegar,Potato,7
Apple Cider Vinegar,Eggplant,7
Apple Cider Vinegar,Pomegranate,7
Apple Cider Vinegar,Cashew nut,7
Apple Cider Vinegar,Chickpea,7
Apple Cider Vinegar,Lentils,7
Apple Cider Vinegar,Pistachio,7
Apple Cider Vinegar,Wheat,7
Apple Cider Vinegar,Green zucchini,7
Apple Cider Vinegar,Yellow Zucchini,7
Apple Cider Vinegar,Cucurbita,7
Apple Cider Vinegar,Sherry,6
Apple Cider Vinegar,Chamomile,6
Apple Cider Vinegar,Chestnut,6
Apple Cider Vinegar,Chocolate,6
Apple Cider Vinegar,Hot Chocolate,6
Apple Cider Vinegar,Starfruit,5
Apple Cider Vinegar,Vinegar,5
Apple Cider Vinegar,Ginkgo Nuts,5
Apple Cider Vinegar,Bread,4
Apple Cider Vinegar,Barley,4
Apple Cider Vinegar,Butter,4
Apple Cider Vinegar,Cheddar Cheese,4
Apple Cider Vinegar,Blackberry,4
Apple Cider Vinegar,Soybean,4
Apple Cider Vinegar,Ginger,4
Apple Cider Vinegar,Lotus,4
Apple Cider Vinegar,Rum,3
Apple Cider Vinegar,Whisky,3
Apple Cider Vinegar,Champagne,3
Apple Cider Vinegar,Red Wine,3
Apple Cider Vinegar,Rose Wine,3
Apple Cider Vinegar,White Wine,3
Apple Cider Vinegar,Blue Cheese,3
Apple Cider Vinegar,Swiss Cheese,3
Apple Cider Vinegar,Coconut,3
Apple Cider Vinegar,Guava,3
Apple Cider Vinegar,Papaya,3
Apple Cider Vinegar,Passionfruit,3
Apple Cider Vinegar,Mint,3
Apple Cider Vinegar,Rosemary,3
Apple Cider Vinegar,Spearmint,3
Apple Cider Vinegar,Beef,3
Apple Cider Vinegar,Honey,3
Apple Cider Vinegar,Cinnamon,3
Apple Cider Vinegar,Clove,3
Apple Cider Vinegar,Nutmeg,3
Apple Cider Vinegar,Drumstick Leaf,3
Apple Cider Vinegar,Brandy,2
Apple Cider Vinegar,Cider,2
Apple Cider Vinegar,Rice,2
Apple Cider Vinegar,Cheese,2
Apple Cider Vinegar,Camembert Cheese,2
Apple Cider Vinegar,Comte Cheese,2
Apple Cider Vinegar,Cottage Cheese,2
Apple Cider Vinegar,Cream Cheese,2
Apple Cider Vinegar,Domiati Cheese,2
Apple Cider Vinegar,Emmental Cheese,2
Apple Cider Vinegar,Feta Cheese,2
Apple Cider Vinegar,Goat Cheese,2
Apple Cider Vinegar,Gruyere Cheese,2
Apple Cider Vinegar,Limburger Cheese,2
Apple Cider Vinegar,Mozzarella Cheese,2
Apple Cider Vinegar,Munster Cheese,2
Apple Cider Vinegar,Parmesan Cheese,2
Apple Cider Vinegar,Provolone Cheese,2
Apple Cider Vinegar,Romano Cheese,2
Apple Cider Vinegar,Roquefort Cheese,2
Apple Cider Vinegar,Russian Cheese,2
Apple Cider Vinegar,Sheep Cheese,2
Apple Cider Vinegar,Yogurt,2
Apple Cider Vinegar,Durian,2
Apple Cider Vinegar,Jackfruit,2
Apple Cider Vinegar,Melon,2
Apple Cider Vinegar,Tamarind,2
Apple Cider Vinegar,Grapefruit,2
Apple Cider Vinegar,Vanilla,2
Apple Cider Vinegar,Mushroom,2
Apple Cider Vinegar,Dill,2
Apple Cider Vinegar,Sage,2
Apple Cider Vinegar,Chicken,2
Apple Cider Vinegar,Pork,2
Apple Cider Vinegar,Sesame,2
Apple Cider Vinegar,Star Anise,2
Apple Cider Vinegar,Cardamom,2
Apple Cider Vinegar,Cumin,2
Apple Cider Vinegar,Pepper,2
Apple Cider Vinegar,Onion,2
Apple Cider Vinegar,Carom Seed,2
Apple Cider Vinegar,Black Raspberry,2
Apple Cider Vinegar,Gin,1
Apple Cider Vinegar,Sake,1
Apple Cider Vinegar,Mate,1
Apple Cider Vinegar,Malt,1
Apple Cider Vinegar,Oats,1
Apple Cider Vinegar,Milk,1
Apple Cider Vinegar,Lemon Grass,1
Apple Cider Vinegar,Lovage,1
Apple Cider Vinegar,Clary Sage,1
Apple Cider Vinegar,Kelp,1
Apple Cider Vinegar,Oyster,1
Apple Cider Vinegar,Scallop,1
Apple Cider Vinegar,Artichoke,1
Apple Cider Vinegar,Currant,1
Apple Cider Vinegar,White Currant,1
Apple Cider Vinegar,Dates,1
Apple Cider Vinegar,Litchi,1
Apple Cider Vinegar,Pumpkin,1
Apple Cider Vinegar,Kumquat,1
Apple Cider Vinegar,Lemon,1
Apple Cider Vinegar,Lime,1
Apple Cider Vinegar,Mandarin Orange,1
Apple Cider Vinegar,Tangerine,1
Apple Cider Vinegar,Basil,1
Apple Cider Vinegar,Coriander,1
Apple Cider Vinegar,Cornmint,1
Apple Cider Vinegar,Fennel,1
Apple Cider Vinegar,Garlic,1
Apple Cider Vinegar,Lemon Balm,1
Apple Cider Vinegar,Tarragon,1
Apple Cider Vinegar,Thyme,1
Apple Cider Vinegar,Filbert,1
Apple Cider Vinegar,Chicory,1
Apple Cider Vinegar,Watercress,1
Apple Cider Vinegar,Rye,1
Apple Cider Vinegar,Anise,1
Apple Cider Vinegar,Celery,1
Apple Cider Vinegar,Oregano,1
Apple Cider Vinegar,Saffron,1
Apple Cider Vinegar,Turmeric,1
Apple Cider Vinegar,Chive,1
Apple Cider Vinegar,Endive,1
Apple Cider Vinegar,Leek,1
Apple Cider Vinegar,Okra,1
Apple Cider Vinegar,Shallot,1
Apple Cider Vinegar,Horseradish,1
Apple Cider Vinegar,Mustard,1
Apple Cider Vinegar,Radish,1
Apple Cider Vinegar,Turnip,1
Apple Cider Vinegar,Wasabi,1
Apple Cider Vinegar,Parsnip,1
Apple Cider Vinegar,Sweet Potato,1
Apple Cider Vinegar,Asparagus,1
Apple Cider Vinegar,Allspice,1
Apple Cider Vinegar,Canola Oil,1
Apple Cider Vinegar,Chard,1
Apple Cider Vinegar,Spinach,1
Apple Cider Vinegar,Ricotta Cheese,1
Apple Cider Vinegar,Redskin Onion,1
Apple Cider Vinegar,Capers,1
Apple Cider Vinegar,Safflower,1
Apple Cider Vinegar,Pummelo,1
Apple Cider Vinegar,Swamp Cabbage,1
Apple Cider Vinegar,Mexican Oregano,1
Apple Cider Vinegar,Mulberry,1
Apple Cider Vinegar,Millet,1
Apple Cider Vinegar,Sorrel,1
Apple Cider Vinegar,Winter Savory,1
Apple Cider Vinegar,Cherry Tomato,1
Apple Cider Vinegar,Sorghum,1
Apple Cider Vinegar,Ginseng,1
Apple Cider Vinegar,Longan,1
Apple Cider Vinegar,Rambutan,1
Apple Cider Vinegar,Red Rice,1
Apple Cider Vinegar,Welsh Onion,1
Apple Cider Vinegar,Hard Wheat,1
Apple Cider Vinegar,Pak Choy,1
Apple Cider Vinegar,Pineappple Sage,1
Apple Cider Vinegar,Pasta,1
Apple Cider Vinegar,Biscuit,1
Apple Cider Vinegar,Sourdough,1
Apple Cider Vinegar,Spirit,1
Apple Cider Vinegar,Abalone,1
Apple Cider Vinegar,Acorn,1
Apple Cider Vinegar,Agar,1
Apple Cider Vinegar,Atlantic Herring,1
Apple Cider Vinegar,Bamboo Shoots,1
Apple Cider Vinegar,Rapini,1
Apple Cider Vinegar,Butternut Squash,1
Apple Cider Vinegar,Cardoon,1
Apple Cider Vinegar,Chia,1
Apple Cider Vinegar,Corn Salad,1
Apple Cider Vinegar,Catjang Pea,1
Apple Cider Vinegar,Squashberry,1
Apple Cider Vinegar,Groundcherry,1
Apple Cider Vinegar,Jerusalem Artichoke,1
Apple Cider Vinegar,Kale,1
Apple Cider Vinegar,Pili Nut,1
Apple Cider Vinegar,French Plantain,1
Apple Cider Vinegar,Prairie Turnip,1
Apple Cider Vinegar,Quinoa,1
Apple Cider Vinegar,Spelt,1
Apple Cider Vinegar,Spirulina,1
Apple Cider Vinegar,Taro,1
Apple Cider Vinegar,Wild Rice,1
Apple Cider Vinegar,Shiitake,1
Apple Cider Vinegar,Purple Laver,1
Apple Cider Vinegar,Enokitake,1
Apple Cider Vinegar,Oyster Mushroom,1
Apple Cider Vinegar,Cloud Ear Fungus,1
Apple Cider Vinegar,Maitake,1
Apple Cider Vinegar,Agave,1
Apple Cider Vinegar,Chanterelle,1
Apple Cider Vinegar,Red Algae,1
Apple Cider Vinegar,Kombu,1
Apple Cider Vinegar,Mixed Nuts,1
Apple Cider Vinegar,Greenthread Tea,1
Apple,Grape,185
Apple,Tea,181
Apple,Banana,172
Apple,Pineapple,168
Apple,Apricot,167
Apple,Cocoa,166
Apple,Guava,165
Apple,Papaya,164
Apple,Mango,160
Apple,Plum,160
Apple,Tomato,158
Apple,Passionfruit,156
Apple,Melon,153
Apple,Orange,153
Apple,Peach,152
Apple,Soybean,149
Apple,Mushroom,148
Apple,Starfruit,146
Apple,Black Currant,145
Apple,Potato,144
Apple,Pear,142
Apple,Fig,136
Apple,Rice,135
Apple,Cranberry,135
Apple,Ginger,135
Apple,Raspberry,133
Apple,Olive,133
Apple,Peas,132
Apple,Capsicum,132
Apple,Vanilla,131
Apple,Beer,130
Apple,Corn,129
Apple,Chamomile,129
Apple,Peanut,129
Apple,Kiwifruit,128
Apple,Coconut,127
Apple,Carrot,126
Apple,Dill,124
Apple,Grapefruit,123
Apple,Coriander,123
Apple,Pecans,123
Apple,Celery,123
Apple,Tamarind,122
Apple,Spearmint,122
Apple,White Wine,121
Apple,Blueberry,121
Apple,Oats,119
Apple,Red Currant,119
Apple,Cabbage,119
Apple,Avocado,118
Apple,Blackberry,118
Apple,Lemon,118
Apple,Cardamom,118
Apple,Bread,117
Apple,Rosemary,117
Apple,Clove,117
Apple,Pepper,117
Apple,Mandarin Orange,116
Apple,Lettuce,116
Apple,Peppermint,116
Apple,Thyme,115
Apple,Cucumber,115
Apple,Lovage,113
Apple,Lime,113
Apple,Basil,113
Apple,Oregano,113
Apple,Asparagus,113
Apple,Walnut,112
Apple,Cinnamon,111
Apple,Pomegranate,111
Apple,Nutmeg,110
Apple,Onion,110
Apple,Broccoli,110
Apple,Cauliflower,110
Apple,Red Raspberry,110
Apple,Rum,109
Apple,Cherry,109
Apple,Wheat,109
Apple,Barley,108
Apple,Fennel,108
Apple,Rhubarb,108
Apple,Almond,108
Apple,Sesame,108
Apple,Spinach,108
Apple,Wine,107
Apple,Endive,107
Apple,Mustard,107
Apple,Allspice,107
Apple,Canola Oil,107
Apple,Sage,106
Apple,Parsnip,106
Apple,Lemon Balm,105
Apple,Brazil Nut,105
Apple,Anise,105
Apple,Leek,105
Apple,Carom Seed,105
Apple,Eggplant,105
Apple,Lotus,105
Apple,Litchi,104
Apple,Cornmint,104
Apple,Chicory,104
Apple,Pine,104
Apple,Saffron,104
Apple,Okra,104
Apple,Beetroot,104
Apple,Ginkgo Nuts,104
Apple,Green zucchini,104
Apple,Durian,103
Apple,Mint,103
Apple,Hazelnut,103
Apple,Macadamia Nut,103
Apple,Cumin,103
Apple,Turmeric,103
Apple,Brussels Sprout,103
Apple,Cashew nut,103
Apple,Safflower,103
Apple,Lemon Grass,102
Apple,Kumquat,102
Apple,Garlic,102
Apple,Radish,102
Apple,Chickpea,102
Apple,Pistachio,102
Apple,Cucurbita,102
Apple,Sherry,101
Apple,Tarragon,101
Apple,Star Anise,101
Apple,Lentils,101
Apple,Yellow Zucchini,101
Apple,Jackfruit,100
Apple,Chive,100
Apple,French Plantain,100
Apple,Red Wine,99
Apple,Kelp,99
Apple,Watercress,99
Apple,Sweet Potato,99
Apple,Chestnut,99
Apple,Winter Savory,99
Apple,Horseradish,98
Apple,Turnip,98
Apple,Gruyere Cheese,97
Apple,Artichoke,97
Apple,Dates,97
Apple,Chard,97
Apple,Rye,96
Apple,Pummelo,96
Apple,Pak Choy,96
Apple,Shiitake,96
Apple,Parmesan Cheese,95
Apple,Pumpkin,95
Apple,Shallot,95
Apple,Redskin Onion,95
Apple,Capers,95
Apple,Millet,95
Apple,Black Raspberry,95
Apple,Sorrel,95
Apple,Pasta,95
Apple,Biscuit,95
Apple,Bamboo Shoots,95
Apple,Groundcherry,95
Apple,Jerusalem Artichoke,95
Apple,Kale,95
Apple,Chanterelle,95
Apple,Cherry Tomato,94
Apple,Sorghum,94
Apple,Welsh Onion,94
Apple,Hard Wheat,94
Apple,Rapini,94
Apple,Chia,94
Apple,Quinoa,94
Apple,Spelt,94
Apple,Enokitake,94
Apple,Oyster Mushroom,94
Apple,Maitake,94
Apple,Red Algae,94
Apple,Kombu,94
Apple,Mixed Nuts,94
Apple,Cheddar Cheese,93
Apple,Wasabi,93
Apple,Swamp Cabbage,93
Apple,Mexican Oregano,93
Apple,Longan,93
Apple,Rambutan,93
Apple,Abalone,93
Apple,Acorn,93
Apple,Agar,93
Apple,Atlantic Herring,93
Apple,Butternut Squash,93
Apple,Cardoon,93
Apple,Corn Salad,93
Apple,Catjang Pea,93
Apple,Squashberry,93
Apple,Pili Nut,93
Apple,Prairie Turnip,93
Apple,Spirulina,93
Apple,Taro,93
Apple,Wild Rice,93
Apple,Purple Laver,93
Apple,Cloud Ear Fungus,93
Apple,Agave,93
Apple,Mulberry,92
Apple,Ginseng,92
Apple,Red Rice,92
Apple,Pineappple Sage,92
Apple,Sourdough,92
Apple,Greenthread Tea,92
Apple,Blue Cheese,91
Apple,Swiss Cheese,89
Apple,Rose Wine,85
Apple,Coffee,84
Apple,Camembert Cheese,84
Apple,Champagne,83
Apple,Comte Cheese,83
Apple,Cheese,81
Apple,Provolone Cheese,81
Apple,Feta Cheese,79
Apple,Mozzarella Cheese,79
Apple,Russian Cheese,79
Apple,Domiati Cheese,78
Apple,Goat Cheese,78
Apple,Limburger Cheese,78
Apple,Romano Cheese,78
Apple,Roquefort Cheese,78
Apple,Cottage Cheese,77
Apple,Cream Cheese,77
Apple,Emmental Cheese,77
Apple,Munster Cheese,77
Apple,Sheep Cheese,77
Apple,Butter,75
Apple,Whisky,66
Apple,Cider,64
Apple,Milk,64
Apple,Honey,50
Apple,Pork,48
Apple,Malt,43
Apple,Chicken,43
Apple,Beef,40
Apple,Vinegar,40
Apple,Brandy,32
Apple,Corn Oil,32
Apple,Citrus Peel Oil,30
Apple,Clam,30
Apple,Filbert,30
Apple,Shrimp,29
Apple,Clary Sage,27
Apple,Drumstick Leaf,27
Apple,Egg,26
Apple,Sake,25
Apple,Meat,23
Apple,Crab,22
Apple,Scallop,22
Apple,Mate,21
Apple,Yogurt,20
Apple,Lavendar,20
Apple,Liqourice,20
Apple,Sweetcorn,18
Apple,Currant,18
Apple,White Currant,18
Apple,Black Tea,17
Apple,Eucalyptus,17
Apple,Crayfish,17
Apple,Popcorn,16
Apple,Oyster,16
Apple,Peanut Oil,16
Apple,Plumcot,15
Apple,Ricotta Cheese,15
Apple,Hot Chocolate,15
Apple,Citronella,14
Apple,Bitter Orange,14
Apple,Raisin,14
Apple,Truffle,14
Apple,Gin,13
Apple,Apple Cider Vinegar,13
Apple,Basmati Rice,13
Apple,Chocolate,12
Apple,Soya sauce,11
Apple,Mentha Oil,10
Apple,Wild Cherry,10
Apple,Tangerine,10
Apple,Mandarin Orange Peel Oil,9
Apple,Rose,9
Apple,Myrtle,9
Apple,Mace,9
Apple,Turkey Berry,9
Apple,Spirit,9
Apple,Buttermilk,8
Apple,Lemon Peel Oil,8
Apple,Orange Oil,8
Apple,Turkey,8
Apple,Tofu,8
Apple,Soy Milk,8
Apple,Squid,7
Apple,Lamb,7
Apple,White Pepper,7
Apple,Miso,7
Apple,Nuts,6
Apple,Cherry Pepper,6
Apple,Green Tea,5
Apple,Roibos Tea,5
Apple,Lobster,5
Apple,Codfish,5
Apple,Jasmine,5
Apple,Greylag Goose,5
Apple,Rabbit,5
Apple,Cream,5
Apple,Sugar,5
Apple,Semolina,5
Apple,Ketchup,5
Apple,Soy Yogurt,5
Apple,Grapefruit Peel Oil,4
Apple,Caraway,4
Apple,Arabica Coffee,4
Apple,Bison,4
Apple,Greenland Halibut,4
Apple,Haddock,4
Apple,Rainbow Trout,4
Apple,Deer,4
Apple,Catfish,4
Apple,Vodka,4
Apple,Salt,4
Apple,Water,4
Apple,Syrup,4
Apple,Cocoa Butter,4
Apple,Tortilla Chip,4
Apple,Cooking Oil,4
Apple,Focaccia,4
Apple,Corn Grits,4
Apple,Red Sage,3
Apple,Bergamot,3
Apple,Peanut Butter,3
Apple,Anise Hyssop,3
Apple,Wild Boar,3
Apple,Buffalo,3
Apple,Mallard Duck,3
Apple,Pacific Rockfish,3
Apple,European Rabbit,3
Apple,Sardine,3
Apple,Tuna,3
Apple,Pollock,3
Apple,Quail,3
Apple,Anchovy,3
Apple,Vermouth,3
Apple,Casein,3
Apple,Marshmallow,3
Apple,Gelatin,3
Apple,Kefir,3
Apple,Bulgur,3
Apple,Flour,3
Apple,Goat Milk,2
Apple,Lime Peel Oil,2
Apple,Satsuma Orange,2
Apple,Ceriman,2
Apple,Curry Leaf,2
Apple,Atlantic Mackerel,2
Apple,Striped Bass,2
Apple,Mule Deer,2
Apple,Snapper,2
Apple,Heart Of Palm,2
Apple,Hibiscus Tea,2
Apple,Morchella,2
Apple,Evaporated Milk,2
Apple,Cornbread,2
Apple,Condensed Milk,2
Apple,Ghee,1
Apple,Sheep Milk,1
Apple,Valerian,1
Apple,Salmon,1
Apricot,Tea,159
Apricot,Grape,155
Apricot,Strawberry,151
Apricot,Mango,150
Apricot,Plum,150
Apricot,Guava,147
Apricot,Passionfruit,145
Apricot,Tomato,144
Apricot,Peach,143
Apricot,Papaya,142
Apricot,Orange,139
Apricot,Black Currant,138
Apricot,Pineapple,138
Apricot,Banana,135
Apricot,Starfruit,134
Apricot,Fig,131
Apricot,Raspberry,130
Apricot,Cocoa,130
Apricot,Ginger,130
Apricot,Melon,129
Apricot,Mushroom,127
Apricot,Carrot,127
Apricot,Potato,127
Apricot,Olive,126
Apricot,Cranberry,124
Apricot,Capsicum,124
Apricot,Peas,123
Apricot,Chamomile,122
Apricot,Dill,122
Apricot,Soybean,122
Apricot,Pear,121
Apricot,Spearmint,121
Apricot,Rice,120
Apricot,Tamarind,120
Apricot,Coriander,120
Apricot,Blueberry,119
Apricot,Corn,118
Apricot,Cinnamon,118
Apricot,Oats,117
Apricot,Red Currant,117
Apricot,Kiwifruit,117
Apricot,Cardamom,117
Apricot,Celery,117
Apricot,Peppermint,117
Apricot,Lovage,116
Apricot,Nutmeg,116
Apricot,Blackberry,115
Apricot,Lime,115
Apricot,Rosemary,115
Apricot,Pecans,115
Apricot,Oregano,115
Apricot,Lemon,114
Apricot,Mandarin Orange,114
Apricot,Vanilla,114
Apricot,Basil,114
Apricot,Thyme,114
Apricot,Pepper,114
Apricot,Coconut,113
Apricot,Grapefruit,113
Apricot,Peanut,113
Apricot,Lettuce,113
Apricot,Avocado,112
Apricot,Clove,112
Apricot,Fennel,111
Apricot,Pomegranate,111
Apricot,Cabbage,110
Apricot,Allspice,110
Apricot,Carom Seed,110
Apricot,Safflower,110
Apricot,Lemon Balm,109
Apricot,Anise,109
Apricot,Cucumber,109
Apricot,Sage,108
Apricot,Almond,108
Apricot,Walnut,108
Apricot,Broccoli,108
Apricot,Cauliflower,108
Apricot,Parsnip,108
Apricot,Wheat,108
Apricot,Litchi,107
Apricot,Pine,107
Apricot,Star Anise,107
Apricot,Cumin,107
Apricot,Asparagus,107
Apricot,Red Raspberry,107
Apricot,Bread,106
Apricot,Saffron,106
Apricot,Turmeric,106
Apricot,Canola Oil,106
Apricot,Winter Savory,106
Apricot,Cherry,105
Apricot,Mint,105
Apricot,Tarragon,105
Apricot,Rhubarb,104
Apricot,Endive,104
Apricot,Beetroot,104
Apricot,Eggplant,104
Apricot,Lotus,104
Apricot,Spinach,104
Apricot,Cashew nut,104
Apricot,Ginkgo Nuts,104
Apricot,Brazil Nut,103
Apricot,Hazelnut,103
Apricot,Leek,103
Apricot,Green zucchini,103
Apricot,Barley,102
Apricot,Lemon Grass,102
Apricot,Cornmint,102
Apricot,Macadamia Nut,102
Apricot,Brussels Sprout,102
Apricot,Mustard,102
Apricot,Pistachio,102
Apricot,Cucurbita,102
Apricot,Chickpea,101
Apricot,Lentils,101
Apricot,Yellow Zucchini,101
Apricot,Garlic,100
Apricot,Sesame,100
Apricot,Onion,100
Apricot,Pummelo,100
Apricot,Durian,99
Apricot,Kumquat,99
Apricot,Okra,99
Apricot,Horseradish,99
Apricot,Radish,99
Apricot,Sweet Potato,99
Apricot,Chestnut,99
Apricot,Dates,98
Apricot,Chicory,98
Apricot,Watercress,98
Apricot,French Plantain,98
Apricot,Artichoke,97
Apricot,Jackfruit,97
Apricot,Chive,97
Apricot,Turnip,97
Apricot,Chard,97
Apricot,Rye,96
Apricot,Shallot,96
Apricot,Capers,96
Apricot,Sorrel,96
Apricot,Pak Choy,96
Apricot,Beer,95
Apricot,Kelp,95
Apricot,Pumpkin,95
Apricot,Redskin Onion,95
Apricot,Millet,95
Apricot,Black Raspberry,95
Apricot,Pasta,95
Apricot,Biscuit,95
Apricot,Bamboo Shoots,95
Apricot,Groundcherry,95
Apricot,Jerusalem Artichoke,95
Apricot,Kale,95
Apricot,Shiitake,95
Apricot,Chanterelle,95
Apricot,Sorghum,94
Apricot,Welsh Onion,94
Apricot,Hard Wheat,94
Apricot,Rapini,94
Apricot,Chia,94
Apricot,Quinoa,94
Apricot,Spelt,94
Apricot,Enokitake,94
Apricot,Oyster Mushroom,94
Apricot,Maitake,94
Apricot,Red Algae,94
Apricot,Kombu,94
Apricot,Mixed Nuts,94
Apricot,Wasabi,93
Apricot,Swamp Cabbage,93
Apricot,Mexican Oregano,93
Apricot,Cherry Tomato,93
Apricot,Longan,93
Apricot,Rambutan,93
Apricot,Abalone,93
Apricot,Acorn,93
Apricot,Agar,93
Apricot,Atlantic Herring,93
Apricot,Butternut Squash,93
Apricot,Cardoon,93
Apricot,Corn Salad,93
Apricot,Catjang Pea,93
Apricot,Squashberry,93
Apricot,Pili Nut,93
Apricot,Prairie Turnip,93
Apricot,Spirulina,93
Apricot,Taro,93
Apricot,Wild Rice,93
Apricot,Purple Laver,93
Apricot,Cloud Ear Fungus,93
Apricot,Agave,93
Apricot,Mulberry,92
Apricot,Ginseng,92
Apricot,Red Rice,92
Apricot,Pineappple Sage,92
Apricot,Sourdough,92
Apricot,Greenthread Tea,92
Apricot,White Wine,75
Apricot,Wine,74
Apricot,Rum,70
Apricot,Sherry,64
Apricot,Red Wine,61
Apricot,Gruyere Cheese,61
Apricot,Parmesan Cheese,59
Apricot,Blue Cheese,58
Apricot,Cheddar Cheese,58
Apricot,Butter,57
Apricot,Swiss Cheese,56
Apricot,Coffee,55
Apricot,Rose Wine,54
Apricot,Champagne,53
Apricot,Camembert Cheese,52
Apricot,Cheese,51
Apricot,Comte Cheese,51
Apricot,Mozzarella Cheese,50
Apricot,Provolone Cheese,50
Apricot,Feta Cheese,49
Apricot,Domiati Cheese,48
Apricot,Romano Cheese,48
Apricot,Russian Cheese,48
Apricot,Cottage Cheese,47
Apricot,Cream Cheese,47
Apricot,Emmental Cheese,47
Apricot,Goat Cheese,47
Apricot,Limburger Cheese,47
Apricot,Munster Cheese,47
Apricot,Roquefort Cheese,47
Apricot,Sheep Cheese,47
Apricot,Milk,46
Apricot,Whisky,40
Apricot,Cider,38
Apricot,Pork,35
Apricot,Chicken,34
Apricot,Vinegar,32
Apricot,Honey,30
Apricot,Malt,28
Apricot,Citrus Peel Oil,28
Apricot,Beef,28
Apricot,Clary Sage,25
Apricot,Corn Oil,23
Apricot,Shrimp,23
Apricot,Egg,22
Apricot,Filbert,22
Apricot,Clam,21
Apricot,Mate,19
Apricot,Scallop,19
Apricot,Lavendar,19
Apricot,Meat,18
Apricot,Eucalyptus,17
Apricot,Crab,17
Apricot,Drumstick Leaf,17
Apricot,Ricotta Cheese,17
Apricot,Brandy,16
Apricot,Currant,16
Apricot,White Currant,16
Apricot,Liqourice,16
Apricot,Myrtle,15
Apricot,Hot Chocolate,15
Apricot,Gin,14
Apricot,Yogurt,14
Apricot,Citronella,14
Apricot,Crayfish,14
Apricot,Sake,13
Apricot,Black Tea,13
Apricot,Mentha Oil,13
Apricot,Oyster,13
Apricot,Plumcot,13
Apricot,Mace,13
Apricot,Popcorn,12
Apricot,Chocolate,12
Apricot,Soya sauce,11
Apricot,Turkey Berry,11
Apricot,Basmati Rice,11
Apricot,Raisin,10
Apricot,Tangerine,10
Apricot,Sweetcorn,9
Apricot,Orange Oil,9
Apricot,Squid,9
Apricot,Rose,9
Apricot,Bitter Orange,9
Apricot,Truffle,9
Apricot,Spirit,9
Apricot,Green Tea,8
Apricot,Wild Cherry,8
Apricot,Cherry Pepper,8
Apricot,Apple Cider Vinegar,8
Apricot,White Pepper,8
Apricot,Tofu,8
Apricot,Soy Milk,8
Apricot,Lemon Peel Oil,7
Apricot,Mandarin Orange Peel Oil,7
Apricot,Jasmine,7
Apricot,Peanut Oil,7
Apricot,Miso,7
Apricot,Turkey,6
Apricot,Caraway,6
Apricot,Buttermilk,5
Apricot,Lobster,5
Apricot,Codfish,5
Apricot,Bergamot,5
Apricot,Nuts,5
Apricot,Curry Leaf,5
Apricot,Greylag Goose,5
Apricot,Rabbit,5
Apricot,Cream,5
Apricot,Sugar,5
Apricot,Semolina,5
Apricot,Ketchup,5
Apricot,Soy Yogurt,5
Apricot,Grapefruit Peel Oil,4
Apricot,Lime Peel Oil,4
Apricot,Bison,4
Apricot,Greenland Halibut,4
Apricot,Haddock,4
Apricot,Rainbow Trout,4
Apricot,Deer,4
Apricot,Catfish,4
Apricot,Vodka,4
Apricot,Salt,4
Apricot,Water,4
Apricot,Syrup,4
Apricot,Cocoa Butter,4
Apricot,Tortilla Chip,4
Apricot,Cooking Oil,4
Apricot,Focaccia,4
Apricot,Corn Grits,4
Apricot,Roibos Tea,3
Apricot,Lamb,3
Apricot,Anise Hyssop,3
Apricot,Arabica Coffee,3
Apricot,Wild Boar,3
Apricot,Buffalo,3
Apricot,Mallard Duck,3
Apricot,Pacific Rockfish,3
Apricot,European Rabbit,3
Apricot,Sardine,3
Apricot,Tuna,3
Apricot,Pollock,3
Apricot,Quail,3
Apricot,Anchovy,3
Apricot,Vermouth,3
Apricot,Casein,3
Apricot,Marshmallow,3
Apricot,Gelatin,3
Apricot,Kefir,3
Apricot,Bulgur,3
Apricot,Flour,3
Apricot,Red Sage,2
Apricot,Atlantic Mackerel,2
Apricot,Striped Bass,2
Apricot,Mule Deer,2
Apricot,Snapper,2
Apricot,Heart Of Palm,2
Apricot,Hibiscus Tea,2
Apricot,Morchella,2
Apricot,Evaporated Milk,2
Apricot,Cornbread,2
Apricot,Condensed Milk,2
Apricot,Ghee,1
Apricot,Goat Milk,1
Apricot,Sheep Milk,1
Apricot,Valerian,1
Apricot,Salmon,1
Apricot,Satsuma Orange,1
Apricot,Ceriman,1
Apricot,Peanut Butter,1
Apriplums,Apple,15
Apriplums,Mango,15
Apriplums,Passionfruit,15
Apriplums,Peach,15
Apriplums,Starfruit,15
Apriplums,Plum,14
Apriplums,Apricot,13
Apriplums,Guava,13
Apriplums,Grape,12
Apriplums,Papaya,12
Apriplums,White Wine,11
Apriplums,Melon,11
Apriplums,Pineapple,11
Apriplums,Strawberry,11
Apriplums,Mushroom,11
Apriplums,Tomato,11
Apriplums,Beer,10
Apriplums,Rum,10
Apriplums,Butter,10
Apriplums,Gruyere Cheese,10
Apriplums,Parmesan Cheese,10
Apriplums,Red Wine,9
Apriplums,Oats,9
Apriplums,Orange,9
Apriplums,Blackberry,9
Apriplums,Vanilla,9
Apriplums,Camembert Cheese,8
Apriplums,Banana,8
Apriplums,Black Currant,8
Apriplums,Olive,8
